node_id,i,j,r_um,z_um,r_mm,z_mm
1384,6,17,3.000000,3.250000,3.0000000000e-03,3.2500000000e-03
1385,7,17,3.500000,3.250000,3.5000000000e-03,3.2500000000e-03
1386,8,17,4.000000,3.250000,4.0000000000e-03,3.2500000000e-03
1387,9,17,4.500000,3.250000,4.5000000000e-03,3.2500000000e-03
1388,10,17,5.000000,3.250000,5.0000000000e-03,3.2500000000e-03
1389,11,17,5.500000,3.250000,5.5000000000e-03,3.2500000000e-03
1390,12,17,6.000000,3.250000,6.0000000000e-03,3.2500000000e-03
1391,13,17,6.500000,3.250000,6.5000000000e-03,3.2500000000e-03
1392,14,17,7.000000,3.250000,7.0000000000e-03,3.2500000000e-03
1393,15,17,7.500000,3.250000,7.5000000000e-03,3.2500000000e-03
1394,16,17,8.000000,3.250000,8.0000000000e-03,3.2500000000e-03
1395,17,17,8.500000,3.250000,8.5000000000e-03,3.2500000000e-03
1396,18,17,9.000000,3.250000,9.0000000000e-03,3.2500000000e-03
1397,19,17,9.500000,3.250000,9.5000000000e-03,3.2500000000e-03
1398,20,17,10.000000,3.250000,1.0000000000e-02,3.2500000000e-03
1399,21,17,11.000000,3.250000,1.1000000000e-02,3.2500000000e-03
1400,22,17,12.000000,3.250000,1.2000000000e-02,3.2500000000e-03
1401,23,17,13.000000,3.250000,1.3000000000e-02,3.2500000000e-03
1402,24,17,14.000000,3.250000,1.4000000000e-02,3.2500000000e-03
1403,25,17,15.000000,3.250000,1.5000000000e-02,3.2500000000e-03
1404,26,17,16.000000,3.250000,1.6000000000e-02,3.2500000000e-03
1405,27,17,17.000000,3.250000,1.7000000000e-02,3.2500000000e-03
1406,28,17,18.000000,3.250000,1.8000000000e-02,3.2500000000e-03
1407,29,17,19.000000,3.250000,1.9000000000e-02,3.2500000000e-03
1408,30,17,20.000000,3.250000,2.0000000000e-02,3.2500000000e-03
1409,31,17,21.000000,3.250000,2.1000000000e-02,3.2500000000e-03
1410,32,17,22.000000,3.250000,2.2000000000e-02,3.2500000000e-03
1411,33,17,23.000000,3.250000,2.3000000000e-02,3.2500000000e-03
1412,34,17,24.000000,3.250000,2.4000000000e-02,3.2500000000e-03
1413,35,17,25.000000,3.250000,2.5000000000e-02,3.2500000000e-03
1414,36,17,26.000000,3.250000,2.6000000000e-02,3.2500000000e-03
1415,37,17,27.000000,3.250000,2.7000000000e-02,3.2500000000e-03
1416,38,17,28.000000,3.250000,2.8000000000e-02,3.2500000000e-03
1417,39,17,29.000000,3.250000,2.9000000000e-02,3.2500000000e-03
1418,40,17,30.000000,3.250000,3.0000000000e-02,3.2500000000e-03
1419,41,17,31.000000,3.250000,3.1000000000e-02,3.2500000000e-03
1420,42,17,32.000000,3.250000,3.2000000000e-02,3.2500000000e-03
1421,43,17,33.000000,3.250000,3.3000000000e-02,3.2500000000e-03
1422,44,17,34.000000,3.250000,3.4000000000e-02,3.2500000000e-03
1423,45,17,35.000000,3.250000,3.5000000000e-02,3.2500000000e-03
1424,46,17,36.000000,3.250000,3.6000000000e-02,3.2500000000e-03
1425,47,17,37.000000,3.250000,3.7000000000e-02,3.2500000000e-03
1426,48,17,38.000000,3.250000,3.8000000000e-02,3.2500000000e-03
1427,49,17,39.000000,3.250000,3.9000000000e-02,3.2500000000e-03
1428,50,17,40.000000,3.250000,4.0000000000e-02,3.2500000000e-03
1429,51,17,41.000000,3.250000,4.1000000000e-02,3.2500000000e-03
1430,52,17,42.000000,3.250000,4.2000000000e-02,3.2500000000e-03
1431,53,17,43.000000,3.250000,4.3000000000e-02,3.2500000000e-03
1432,54,17,44.000000,3.250000,4.4000000000e-02,3.2500000000e-03
1433,55,17,45.000000,3.250000,4.5000000000e-02,3.2500000000e-03
1434,56,17,46.000000,3.250000,4.6000000000e-02,3.2500000000e-03
1435,57,17,47.000000,3.250000,4.7000000000e-02,3.2500000000e-03
1436,58,17,48.000000,3.250000,4.8000000000e-02,3.2500000000e-03
1437,59,17,49.000000,3.250000,4.9000000000e-02,3.2500000000e-03
1438,60,17,50.000000,3.250000,5.0000000000e-02,3.2500000000e-03
1439,61,17,52.500000,3.250000,5.2500000000e-02,3.2500000000e-03
1440,62,17,55.000000,3.250000,5.5000000000e-02,3.2500000000e-03
1441,63,17,57.500000,3.250000,5.7500000000e-02,3.2500000000e-03
1442,64,17,60.000000,3.250000,6.0000000000e-02,3.2500000000e-03
1443,65,17,62.500000,3.250000,6.2500000000e-02,3.2500000000e-03
1444,66,17,65.000000,3.250000,6.5000000000e-02,3.2500000000e-03
1445,67,17,67.500000,3.250000,6.7500000000e-02,3.2500000000e-03
1446,68,17,70.000000,3.250000,7.0000000000e-02,3.2500000000e-03
1447,69,17,72.500000,3.250000,7.2500000000e-02,3.2500000000e-03
1448,70,17,75.000000,3.250000,7.5000000000e-02,3.2500000000e-03
1449,71,17,77.500000,3.250000,7.7500000000e-02,3.2500000000e-03
1450,72,17,80.000000,3.250000,8.0000000000e-02,3.2500000000e-03
1451,73,17,82.500000,3.250000,8.2500000000e-02,3.2500000000e-03
1452,74,17,85.000000,3.250000,8.5000000000e-02,3.2500000000e-03
1453,75,17,87.500000,3.250000,8.7500000000e-02,3.2500000000e-03
1454,76,17,90.000000,3.250000,9.0000000000e-02,3.2500000000e-03
1455,77,17,92.500000,3.250000,9.2500000000e-02,3.2500000000e-03
1456,78,17,95.000000,3.250000,9.5000000000e-02,3.2500000000e-03
1457,79,17,97.500000,3.250000,9.7500000000e-02,3.2500000000e-03
1458,80,17,100.000000,3.250000,1.0000000000e-01,3.2500000000e-03
1459,0,18,0.000000,3.300000,0.0000000000e+00,3.3000000000e-03
1460,1,18,0.500000,3.300000,5.0000000000e-04,3.3000000000e-03
1461,2,18,1.000000,3.300000,1.0000000000e-03,3.3000000000e-03
1462,3,18,1.500000,3.300000,1.5000000000e-03,3.3000000000e-03
1463,4,18,2.000000,3.300000,2.0000000000e-03,3.3000000000e-03
1464,5,18,2.500000,3.300000,2.5000000000e-03,3.3000000000e-03
1465,6,18,3.000000,3.300000,3.0000000000e-03,3.3000000000e-03
1466,7,18,3.500000,3.300000,3.5000000000e-03,3.3000000000e-03
1467,8,18,4.000000,3.300000,4.0000000000e-03,3.3000000000e-03
1468,9,18,4.500000,3.300000,4.5000000000e-03,3.3000000000e-03
1469,10,18,5.000000,3.300000,5.0000000000e-03,3.3000000000e-03
1470,11,18,5.500000,3.300000,5.5000000000e-03,3.3000000000e-03
1471,12,18,6.000000,3.300000,6.0000000000e-03,3.3000000000e-03
1472,13,18,6.500000,3.300000,6.5000000000e-03,3.3000000000e-03
1473,14,18,7.000000,3.300000,7.0000000000e-03,3.3000000000e-03
1474,15,18,7.500000,3.300000,7.5000000000e-03,3.3000000000e-03
1475,16,18,8.000000,3.300000,8.0000000000e-03,3.3000000000e-03
1476,17,18,8.500000,3.300000,8.5000000000e-03,3.3000000000e-03
1477,18,18,9.000000,3.300000,9.0000000000e-03,3.3000000000e-03
1478,19,18,9.500000,3.300000,9.5000000000e-03,3.3000000000e-03
1479,20,18,10.000000,3.300000,1.0000000000e-02,3.3000000000e-03
1480,21,18,11.000000,3.300000,1.1000000000e-02,3.3000000000e-03
1481,22,18,12.000000,3.300000,1.2000000000e-02,3.3000000000e-03
1482,23,18,13.000000,3.300000,1.3000000000e-02,3.3000000000e-03
1483,24,18,14.000000,3.300000,1.4000000000e-02,3.3000000000e-03
1484,25,18,15.000000,3.300000,1.5000000000e-02,3.3000000000e-03
1485,26,18,16.000000,3.300000,1.6000000000e-02,3.3000000000e-03
1486,27,18,17.000000,3.300000,1.7000000000e-02,3.3000000000e-03
1487,28,18,18.000000,3.300000,1.8000000000e-02,3.3000000000e-03
1488,29,18,19.000000,3.300000,1.9000000000e-02,3.3000000000e-03
1489,30,18,20.000000,3.300000,2.0000000000e-02,3.3000000000e-03
1490,31,18,21.000000,3.300000,2.1000000000e-02,3.3000000000e-03
1491,32,18,22.000000,3.300000,2.2000000000e-02,3.3000000000e-03
1492,33,18,23.000000,3.300000,2.3000000000e-02,3.3000000000e-03
1493,34,18,24.000000,3.300000,2.4000000000e-02,3.3000000000e-03
1494,35,18,25.000000,3.300000,2.5000000000e-02,3.3000000000e-03
1495,36,18,26.000000,3.300000,2.6000000000e-02,3.3000000000e-03
1496,37,18,27.000000,3.300000,2.7000000000e-02,3.3000000000e-03
1497,38,18,28.000000,3.300000,2.8000000000e-02,3.3000000000e-03
1498,39,18,29.000000,3.300000,2.9000000000e-02,3.3000000000e-03
1499,40,18,30.000000,3.300000,3.0000000000e-02,3.3000000000e-03
1500,41,18,31.000000,3.300000,3.1000000000e-02,3.3000000000e-03
1501,42,18,32.000000,3.300000,3.2000000000e-02,3.3000000000e-03
1502,43,18,33.000000,3.300000,3.3000000000e-02,3.3000000000e-03
1503,44,18,34.000000,3.300000,3.4000000000e-02,3.3000000000e-03
1504,45,18,35.000000,3.300000,3.5000000000e-02,3.3000000000e-03
1505,46,18,36.000000,3.300000,3.6000000000e-02,3.3000000000e-03
1506,47,18,37.000000,3.300000,3.7000000000e-02,3.3000000000e-03
1507,48,18,38.000000,3.300000,3.8000000000e-02,3.3000000000e-03
1508,49,18,39.000000,3.300000,3.9000000000e-02,3.3000000000e-03
1509,50,18,40.000000,3.300000,4.0000000000e-02,3.3000000000e-03
1510,51,18,41.000000,3.300000,4.1000000000e-02,3.3000000000e-03
1511,52,18,42.000000,3.300000,4.2000000000e-02,3.3000000000e-03
1512,53,18,43.000000,3.300000,4.3000000000e-02,3.3000000000e-03
1513,54,18,44.000000,3.300000,4.4000000000e-02,3.3000000000e-03
1514,55,18,45.000000,3.300000,4.5000000000e-02,3.3000000000e-03
1515,56,18,46.000000,3.300000,4.6000000000e-02,3.3000000000e-03
1516,57,18,47.000000,3.300000,4.7000000000e-02,3.3000000000e-03
1517,58,18,48.000000,3.300000,4.8000000000e-02,3.3000000000e-03
1518,59,18,49.000000,3.300000,4.9000000000e-02,3.3000000000e-03
1519,60,18,50.000000,3.300000,5.0000000000e-02,3.3000000000e-03
1520,61,18,52.500000,3.300000,5.2500000000e-02,3.3000000000e-03
1521,62,18,55.000000,3.300000,5.5000000000e-02,3.3000000000e-03
1522,63,18,57.500000,3.300000,5.7500000000e-02,3.3000000000e-03
1523,64,18,60.000000,3.300000,6.0000000000e-02,3.3000000000e-03
1524,65,18,62.500000,3.300000,6.2500000000e-02,3.3000000000e-03
1525,66,18,65.000000,3.300000,6.5000000000e-02,3.3000000000e-03
1526,67,18,67.500000,3.300000,6.7500000000e-02,3.3000000000e-03
1527,68,18,70.000000,3.300000,7.0000000000e-02,3.3000000000e-03
1528,69,18,72.500000,3.300000,7.2500000000e-02,3.3000000000e-03
1529,70,18,75.000000,3.300000,7.5000000000e-02,3.3000000000e-03
1530,71,18,77.500000,3.300000,7.7500000000e-02,3.3000000000e-03
1531,72,18,80.000000,3.300000,8.0000000000e-02,3.3000000000e-03
1532,73,18,82.500000,3.300000,8.2500000000e-02,3.3000000000e-03
1533,74,18,85.000000,3.300000,8.5000000000e-02,3.3000000000e-03
1534,75,18,87.500000,3.300000,8.7500000000e-02,3.3000000000e-03
1535,76,18,90.000000,3.300000,9.0000000000e-02,3.3000000000e-03
1536,77,18,92.500000,3.300000,9.2500000000e-02,3.3000000000e-03
1537,78,18,95.000000,3.300000,9.5000000000e-02,3.3000000000e-03
1538,79,18,97.500000,3.300000,9.7500000000e-02,3.3000000000e-03
1539,80,18,100.000000,3.300000,1.0000000000e-01,3.3000000000e-03
1540,0,19,0.000000,3.350000,0.0000000000e+00,3.3500000000e-03
1541,1,19,0.500000,3.350000,5.0000000000e-04,3.3500000000e-03
1542,2,19,1.000000,3.350000,1.0000000000e-03,3.3500000000e-03
1543,3,19,1.500000,3.350000,1.5000000000e-03,3.3500000000e-03
1544,4,19,2.000000,3.350000,2.0000000000e-03,3.3500000000e-03
1545,5,19,2.500000,3.350000,2.5000000000e-03,3.3500000000e-03
1546,6,19,3.000000,3.350000,3.0000000000e-03,3.3500000000e-03
1547,7,19,3.500000,3.350000,3.5000000000e-03,3.3500000000e-03
1548,8,19,4.000000,3.350000,4.0000000000e-03,3.3500000000e-03
1549,9,19,4.500000,3.350000,4.5000000000e-03,3.3500000000e-03
1550,10,19,5.000000,3.350000,5.0000000000e-03,3.3500000000e-03
1551,11,19,5.500000,3.350000,5.5000000000e-03,3.3500000000e-03
1552,12,19,6.000000,3.350000,6.0000000000e-03,3.3500000000e-03
1553,13,19,6.500000,3.350000,6.5000000000e-03,3.3500000000e-03
1554,14,19,7.000000,3.350000,7.0000000000e-03,3.3500000000e-03
1555,15,19,7.500000,3.350000,7.5000000000e-03,3.3500000000e-03
1556,16,19,8.000000,3.350000,8.0000000000e-03,3.3500000000e-03
1557,17,19,8.500000,3.350000,8.5000000000e-03,3.3500000000e-03
1558,18,19,9.000000,3.350000,9.0000000000e-03,3.3500000000e-03
1559,19,19,9.500000,3.350000,9.5000000000e-03,3.3500000000e-03
1560,20,19,10.000000,3.350000,1.0000000000e-02,3.3500000000e-03
1561,21,19,11.000000,3.350000,1.1000000000e-02,3.3500000000e-03
1562,22,19,12.000000,3.350000,1.2000000000e-02,3.3500000000e-03
1563,23,19,13.000000,3.350000,1.3000000000e-02,3.3500000000e-03
1564,24,19,14.000000,3.350000,1.4000000000e-02,3.3500000000e-03
1565,25,19,15.000000,3.350000,1.5000000000e-02,3.3500000000e-03
1566,26,19,16.000000,3.350000,1.6000000000e-02,3.3500000000e-03
1567,27,19,17.000000,3.350000,1.7000000000e-02,3.3500000000e-03
1568,28,19,18.000000,3.350000,1.8000000000e-02,3.3500000000e-03
1569,29,19,19.000000,3.350000,1.9000000000e-02,3.3500000000e-03
1570,30,19,20.000000,3.350000,2.0000000000e-02,3.3500000000e-03
1571,31,19,21.000000,3.350000,2.1000000000e-02,3.3500000000e-03
1572,32,19,22.000000,3.350000,2.2000000000e-02,3.3500000000e-03
1573,33,19,23.000000,3.350000,2.3000000000e-02,3.3500000000e-03
1574,34,19,24.000000,3.350000,2.4000000000e-02,3.3500000000e-03
1575,35,19,25.000000,3.350000,2.5000000000e-02,3.3500000000e-03
1576,36,19,26.000000,3.350000,2.6000000000e-02,3.3500000000e-03
1577,37,19,27.000000,3.350000,2.7000000000e-02,3.3500000000e-03
1578,38,19,28.000000,3.350000,2.8000000000e-02,3.3500000000e-03
1579,39,19,29.000000,3.350000,2.9000000000e-02,3.3500000000e-03
1580,40,19,30.000000,3.350000,3.0000000000e-02,3.3500000000e-03
1581,41,19,31.000000,3.350000,3.1000000000e-02,3.3500000000e-03
1582,42,19,32.000000,3.350000,3.2000000000e-02,3.3500000000e-03
1583,43,19,33.000000,3.350000,3.3000000000e-02,3.3500000000e-03
1584,44,19,34.000000,3.350000,3.4000000000e-02,3.3500000000e-03
1585,45,19,35.000000,3.350000,3.5000000000e-02,3.3500000000e-03
1586,46,19,36.000000,3.350000,3.6000000000e-02,3.3500000000e-03
1587,47,19,37.000000,3.350000,3.7000000000e-02,3.3500000000e-03
1588,48,19,38.000000,3.350000,3.8000000000e-02,3.3500000000e-03
1589,49,19,39.000000,3.350000,3.9000000000e-02,3.3500000000e-03
1590,50,19,40.000000,3.350000,4.0000000000e-02,3.3500000000e-03
1591,51,19,41.000000,3.350000,4.1000000000e-02,3.3500000000e-03
1592,52,19,42.000000,3.350000,4.2000000000e-02,3.3500000000e-03
1593,53,19,43.000000,3.350000,4.3000000000e-02,3.3500000000e-03
1594,54,19,44.000000,3.350000,4.4000000000e-02,3.3500000000e-03
1595,55,19,45.000000,3.350000,4.5000000000e-02,3.3500000000e-03
1596,56,19,46.000000,3.350000,4.6000000000e-02,3.3500000000e-03
1597,57,19,47.000000,3.350000,4.7000000000e-02,3.3500000000e-03
1598,58,19,48.000000,3.350000,4.8000000000e-02,3.3500000000e-03
1599,59,19,49.000000,3.350000,4.9000000000e-02,3.3500000000e-03
1600,60,19,50.000000,3.350000,5.0000000000e-02,3.3500000000e-03
1601,61,19,52.500000,3.350000,5.2500000000e-02,3.3500000000e-03
1602,62,19,55.000000,3.350000,5.5000000000e-02,3.3500000000e-03
1603,63,19,57.500000,3.350000,5.7500000000e-02,3.3500000000e-03
1604,64,19,60.000000,3.350000,6.0000000000e-02,3.3500000000e-03
1605,65,19,62.500000,3.350000,6.2500000000e-02,3.3500000000e-03
1606,66,19,65.000000,3.350000,6.5000000000e-02,3.3500000000e-03
1607,67,19,67.500000,3.350000,6.7500000000e-02,3.3500000000e-03
1608,68,19,70.000000,3.350000,7.0000000000e-02,3.3500000000e-03
1609,69,19,72.500000,3.350000,7.2500000000e-02,3.3500000000e-03
1610,70,19,75.000000,3.350000,7.5000000000e-02,3.3500000000e-03
1611,71,19,77.500000,3.350000,7.7500000000e-02,3.3500000000e-03
1612,72,19,80.000000,3.350000,8.0000000000e-02,3.3500000000e-03
1613,73,19,82.500000,3.350000,8.2500000000e-02,3.3500000000e-03
1614,74,19,85.000000,3.350000,8.5000000000e-02,3.3500000000e-03
1615,75,19,87.500000,3.350000,8.7500000000e-02,3.3500000000e-03
1616,76,19,90.000000,3.350000,9.0000000000e-02,3.3500000000e-03
1617,77,19,92.500000,3.350000,9.2500000000e-02,3.3500000000e-03
1618,78,19,95.000000,3.350000,9.5000000000e-02,3.3500000000e-03
1619,79,19,97.500000,3.350000,9.7500000000e-02,3.3500000000e-03
1620,80,19,100.000000,3.350000,1.0000000000e-01,3.3500000000e-03
1621,0,20,0.000000,3.400000,0.0000000000e+00,3.4000000000e-03
1622,1,20,0.500000,3.400000,5.0000000000e-04,3.4000000000e-03
1623,2,20,1.000000,3.400000,1.0000000000e-03,3.4000000000e-03
1624,3,20,1.500000,3.400000,1.5000000000e-03,3.4000000000e-03
1625,4,20,2.000000,3.400000,2.0000000000e-03,3.4000000000e-03
1626,5,20,2.500000,3.400000,2.5000000000e-03,3.4000000000e-03
1627,6,20,3.000000,3.400000,3.0000000000e-03,3.4000000000e-03
1628,7,20,3.500000,3.400000,3.5000000000e-03,3.4000000000e-03
1629,8,20,4.000000,3.400000,4.0000000000e-03,3.4000000000e-03
1630,9,20,4.500000,3.400000,4.5000000000e-03,3.4000000000e-03
1631,10,20,5.000000,3.400000,5.0000000000e-03,3.4000000000e-03
1632,11,20,5.500000,3.400000,5.5000000000e-03,3.4000000000e-03
1633,12,20,6.000000,3.400000,6.0000000000e-03,3.4000000000e-03
1634,13,20,6.500000,3.400000,6.5000000000e-03,3.4000000000e-03
1635,14,20,7.000000,3.400000,7.0000000000e-03,3.4000000000e-03
1636,15,20,7.500000,3.400000,7.5000000000e-03,3.4000000000e-03
1637,16,20,8.000000,3.400000,8.0000000000e-03,3.4000000000e-03
1638,17,20,8.500000,3.400000,8.5000000000e-03,3.4000000000e-03
1639,18,20,9.000000,3.400000,9.0000000000e-03,3.4000000000e-03
1640,19,20,9.500000,3.400000,9.5000000000e-03,3.4000000000e-03
1641,20,20,10.000000,3.400000,1.0000000000e-02,3.4000000000e-03
1642,21,20,11.000000,3.400000,1.1000000000e-02,3.4000000000e-03
1643,22,20,12.000000,3.400000,1.2000000000e-02,3.4000000000e-03
1644,23,20,13.000000,3.400000,1.3000000000e-02,3.4000000000e-03
1645,24,20,14.000000,3.400000,1.4000000000e-02,3.4000000000e-03
1646,25,20,15.000000,3.400000,1.5000000000e-02,3.4000000000e-03
1647,26,20,16.000000,3.400000,1.6000000000e-02,3.4000000000e-03
1648,27,20,17.000000,3.400000,1.7000000000e-02,3.4000000000e-03
1649,28,20,18.000000,3.400000,1.8000000000e-02,3.4000000000e-03
1650,29,20,19.000000,3.400000,1.9000000000e-02,3.4000000000e-03
1651,30,20,20.000000,3.400000,2.0000000000e-02,3.4000000000e-03
1652,31,20,21.000000,3.400000,2.1000000000e-02,3.4000000000e-03
1653,32,20,22.000000,3.400000,2.2000000000e-02,3.4000000000e-03
1654,33,20,23.000000,3.400000,2.3000000000e-02,3.4000000000e-03
1655,34,20,24.000000,3.400000,2.4000000000e-02,3.4000000000e-03
1656,35,20,25.000000,3.400000,2.5000000000e-02,3.4000000000e-03
1657,36,20,26.000000,3.400000,2.6000000000e-02,3.4000000000e-03
1658,37,20,27.000000,3.400000,2.7000000000e-02,3.4000000000e-03
1659,38,20,28.000000,3.400000,2.8000000000e-02,3.4000000000e-03
1660,39,20,29.000000,3.400000,2.9000000000e-02,3.4000000000e-03
1661,40,20,30.000000,3.400000,3.0000000000e-02,3.4000000000e-03
1662,41,20,31.000000,3.400000,3.1000000000e-02,3.4000000000e-03
1663,42,20,32.000000,3.400000,3.2000000000e-02,3.4000000000e-03
1664,43,20,33.000000,3.400000,3.3000000000e-02,3.4000000000e-03
1665,44,20,34.000000,3.400000,3.4000000000e-02,3.4000000000e-03
1666,45,20,35.000000,3.400000,3.5000000000e-02,3.4000000000e-03
1667,46,20,36.000000,3.400000,3.6000000000e-02,3.4000000000e-03
1668,47,20,37.000000,3.400000,3.7000000000e-02,3.4000000000e-03
1669,48,20,38.000000,3.400000,3.8000000000e-02,3.4000000000e-03
1670,49,20,39.000000,3.400000,3.9000000000e-02,3.4000000000e-03
1671,50,20,40.000000,3.400000,4.0000000000e-02,3.4000000000e-03
1672,51,20,41.000000,3.400000,4.1000000000e-02,3.4000000000e-03
1673,52,20,42.000000,3.400000,4.2000000000e-02,3.4000000000e-03
1674,53,20,43.000000,3.400000,4.3000000000e-02,3.4000000000e-03
1675,54,20,44.000000,3.400000,4.4000000000e-02,3.4000000000e-03
1676,55,20,45.000000,3.400000,4.5000000000e-02,3.4000000000e-03
1677,56,20,46.000000,3.400000,4.6000000000e-02,3.4000000000e-03
1678,57,20,47.000000,3.400000,4.7000000000e-02,3.4000000000e-03
1679,58,20,48.000000,3.400000,4.8000000000e-02,3.4000000000e-03
1680,59,20,49.000000,3.400000,4.9000000000e-02,3.4000000000e-03
1681,60,20,50.000000,3.400000,5.0000000000e-02,3.4000000000e-03
1682,61,20,52.500000,3.400000,5.2500000000e-02,3.4000000000e-03
1683,62,20,55.000000,3.400000,5.5000000000e-02,3.4000000000e-03
1684,63,20,57.500000,3.400000,5.7500000000e-02,3.4000000000e-03
1685,64,20,60.000000,3.400000,6.0000000000e-02,3.4000000000e-03
1686,65,20,62.500000,3.400000,6.2500000000e-02,3.4000000000e-03
1687,66,20,65.000000,3.400000,6.5000000000e-02,3.4000000000e-03
1688,67,20,67.500000,3.400000,6.7500000000e-02,3.4000000000e-03
1689,68,20,70.000000,3.400000,7.0000000000e-02,3.4000000000e-03
1690,69,20,72.500000,3.400000,7.2500000000e-02,3.4000000000e-03
1691,70,20,75.000000,3.400000,7.5000000000e-02,3.4000000000e-03
1692,71,20,77.500000,3.400000,7.7500000000e-02,3.4000000000e-03
1693,72,20,80.000000,3.400000,8.0000000000e-02,3.4000000000e-03
1694,73,20,82.500000,3.400000,8.2500000000e-02,3.4000000000e-03
1695,74,20,85.000000,3.400000,8.5000000000e-02,3.4000000000e-03
1696,75,20,87.500000,3.400000,8.7500000000e-02,3.4000000000e-03
1697,76,20,90.000000,3.400000,9.0000000000e-02,3.4000000000e-03
1698,77,20,92.500000,3.400000,9.2500000000e-02,3.4000000000e-03
1699,78,20,95.000000,3.400000,9.5000000000e-02,3.4000000000e-03
1700,79,20,97.500000,3.400000,9.7500000000e-02,3.4000000000e-03
1701,80,20,100.000000,3.400000,1.0000000000e-01,3.4000000000e-03
1702,0,21,0.000000,3.450000,0.0000000000e+00,3.4500000000e-03
1703,1,21,0.500000,3.450000,5.0000000000e-04,3.4500000000e-03
1704,2,21,1.000000,3.450000,1.0000000000e-03,3.4500000000e-03
1705,3,21,1.500000,3.450000,1.5000000000e-03,3.4500000000e-03
1706,4,21,2.000000,3.450000,2.0000000000e-03,3.4500000000e-03
1707,5,21,2.500000,3.450000,2.5000000000e-03,3.4500000000e-03
1708,6,21,3.000000,3.450000,3.0000000000e-03,3.4500000000e-03
1709,7,21,3.500000,3.450000,3.5000000000e-03,3.4500000000e-03
1710,8,21,4.000000,3.450000,4.0000000000e-03,3.4500000000e-03
1711,9,21,4.500000,3.450000,4.5000000000e-03,3.4500000000e-03
1712,10,21,5.000000,3.450000,5.0000000000e-03,3.4500000000e-03
1713,11,21,5.500000,3.450000,5.5000000000e-03,3.4500000000e-03
1714,12,21,6.000000,3.450000,6.0000000000e-03,3.4500000000e-03
1715,13,21,6.500000,3.450000,6.5000000000e-03,3.4500000000e-03
1716,14,21,7.000000,3.450000,7.0000000000e-03,3.4500000000e-03
1717,15,21,7.500000,3.450000,7.5000000000e-03,3.4500000000e-03
1718,16,21,8.000000,3.450000,8.0000000000e-03,3.4500000000e-03
1719,17,21,8.500000,3.450000,8.5000000000e-03,3.4500000000e-03
1720,18,21,9.000000,3.450000,9.0000000000e-03,3.4500000000e-03
1721,19,21,9.500000,3.450000,9.5000000000e-03,3.4500000000e-03
1722,20,21,10.000000,3.450000,1.0000000000e-02,3.4500000000e-03
1723,21,21,11.000000,3.450000,1.1000000000e-02,3.4500000000e-03
1724,22,21,12.000000,3.450000,1.2000000000e-02,3.4500000000e-03
1725,23,21,13.000000,3.450000,1.3000000000e-02,3.4500000000e-03
1726,24,21,14.000000,3.450000,1.4000000000e-02,3.4500000000e-03
1727,25,21,15.000000,3.450000,1.5000000000e-02,3.4500000000e-03
1728,26,21,16.000000,3.450000,1.6000000000e-02,3.4500000000e-03
1729,27,21,17.000000,3.450000,1.7000000000e-02,3.4500000000e-03
1730,28,21,18.000000,3.450000,1.8000000000e-02,3.4500000000e-03
1731,29,21,19.000000,3.450000,1.9000000000e-02,3.4500000000e-03
1732,30,21,20.000000,3.450000,2.0000000000e-02,3.4500000000e-03
1733,31,21,21.000000,3.450000,2.1000000000e-02,3.4500000000e-03
1734,32,21,22.000000,3.450000,2.2000000000e-02,3.4500000000e-03
1735,33,21,23.000000,3.450000,2.3000000000e-02,3.4500000000e-03
1736,34,21,24.000000,3.450000,2.4000000000e-02,3.4500000000e-03
1737,35,21,25.000000,3.450000,2.5000000000e-02,3.4500000000e-03
1738,36,21,26.000000,3.450000,2.6000000000e-02,3.4500000000e-03
1739,37,21,27.000000,3.450000,2.7000000000e-02,3.4500000000e-03
1740,38,21,28.000000,3.450000,2.8000000000e-02,3.4500000000e-03
1741,39,21,29.000000,3.450000,2.9000000000e-02,3.4500000000e-03
1742,40,21,30.000000,3.450000,3.0000000000e-02,3.4500000000e-03
1743,41,21,31.000000,3.450000,3.1000000000e-02,3.4500000000e-03
1744,42,21,32.000000,3.450000,3.2000000000e-02,3.4500000000e-03
1745,43,21,33.000000,3.450000,3.3000000000e-02,3.4500000000e-03
1746,44,21,34.000000,3.450000,3.4000000000e-02,3.4500000000e-03
1747,45,21,35.000000,3.450000,3.5000000000e-02,3.4500000000e-03
1748,46,21,36.000000,3.450000,3.6000000000e-02,3.4500000000e-03
1749,47,21,37.000000,3.450000,3.7000000000e-02,3.4500000000e-03
1750,48,21,38.000000,3.450000,3.8000000000e-02,3.4500000000e-03
1751,49,21,39.000000,3.450000,3.9000000000e-02,3.4500000000e-03
1752,50,21,40.000000,3.450000,4.0000000000e-02,3.4500000000e-03
1753,51,21,41.000000,3.450000,4.1000000000e-02,3.4500000000e-03
1754,52,21,42.000000,3.450000,4.2000000000e-02,3.4500000000e-03
1755,53,21,43.000000,3.450000,4.3000000000e-02,3.4500000000e-03
1756,54,21,44.000000,3.450000,4.4000000000e-02,3.4500000000e-03
1757,55,21,45.000000,3.450000,4.5000000000e-02,3.4500000000e-03
1758,56,21,46.000000,3.450000,4.6000000000e-02,3.4500000000e-03
1759,57,21,47.000000,3.450000,4.7000000000e-02,3.4500000000e-03
1760,58,21,48.000000,3.450000,4.8000000000e-02,3.4500000000e-03
